0.8244402,0.20081137,1.0157511,0.08753016,13;14.56756;114890.0;104,166.65762
0.82243395,0.20067753,0.8691713,0.08755994,13;14.56756;114890.0;104,166.65762
0.8174605,0.1951454,0.92689615,0.09090837,13;14.56756;115070.0;103,166.67062
0.8179574,0.19985361,1.0411128,0.088107094,13;14.56756;114860.0;103,166.64961
0.8193248,0.19709553,0.9544956,0.088873215,13;14.56756;114860.0;103,166.64961
0.8333871,0.19891024,0.9451504,0.0906535,13;14.56756;114860.0;103,166.64961
0.8190153,0.19456097,0.94471717,0.09097771,13;14.56756;115070.0;103,166.67062
0.8194611,0.19484259,0.944624,0.090291776,13;14.56756;114860.0;103,166.64961
0.8265137,0.20040114,0.9388088,0.087558866,13;14.56756;114890.0;104,166.65762
0.8266864,0.20061971,0.9697998,0.08815896,13;14.56756;114890.0;104,166.65762
0.81786615,0.20008595,0.98921305,0.08837587,13;14.56756;114800.0;103,166.64362
0.83361304,0.19994724,0.9764548,0.09000696,13;14.56756;115070.0;103,166.67062
0.81824315,0.19887355,1.0565517,0.08793977,13;14.56756;114890.0;103,166.65262
0.8215812,0.20019019,0.93869174,0.087579034,13;14.56756;114890.0;104,166.65762
0.82104886,0.19876193,0.93704545,0.08807219,13;14.56756;114890.0;103,166.65262
0.83941644,0.19695319,1.0399929,0.08954289,13;14.578924;115490.0;104,166.77065
0.8172122,0.19647515,0.93470347,0.09151603,13;14.56756;115130.0;103,166.67662
0.8230955,0.19620377,0.96223867,0.08844448,13;14.56756;115070.0;103,166.67062
0.8180396,0.19740725,0.9589419,0.08830085,13;14.56756;114890.0;103,166.65262
0.821085,0.1998345,0.93507475,0.08775188,13;14.56756;114890.0;104,166.65762
0.8223567,0.20071803,1.0388392,0.087588705,13;14.56756;114860.0;104,166.65462
0.8218271,0.20090698,0.90450096,0.087603115,13;14.56756;114860.0;104,166.65462
0.82114345,0.19561559,0.93681383,0.08846921,13;14.56756;115070.0;103,166.67062
0.8319904,0.19918801,0.95053226,0.08873756,13;14.56756;115070.0;104,166.67563
0.83193415,0.19910614,0.9539774,0.08928156,13;14.56756;115070.0;103,166.67062
0.82168573,0.20006979,0.9780189,0.087655336,13;14.56756;114890.0;104,166.65762
0.8222375,0.20045686,0.9876191,0.08764777,13;14.56756;114890.0;104,166.65762
0.8247918,0.20030856,0.9747097,0.08760079,13;14.56756;114890.0;104,166.65762
0.82240933,0.20015618,0.99177575,0.08768831,13;14.56756;114890.0;104,166.65762
0.82186353,0.20018277,0.98401266,0.08778303,13;14.56756;114890.0;104,166.65762
0.81828475,0.19771403,0.9469597,0.09123918,13;14.56756;114890.0;103,166.65262
0.8248452,0.19998635,0.97700334,0.0882827,13;14.56756;114890.0;104,166.65762
0.8251066,0.20020258,0.9706486,0.087683395,13;14.56756;114890.0;104,166.65762
0.82174665,0.1966417,0.95893115,0.08799281,13;14.56756;115070.0;104,166.67563
0.8210526,0.19777735,0.9310994,0.08749725,13;14.56756;114890.0;104,166.65762
0.822215,0.19725075,0.93486094,0.0924926,13;14.56756;114950.0;103,166.65862
0.8213297,0.19599897,0.9681097,0.08846493,13;14.56756;115070.0;103,166.67062
0.82146895,0.19589165,0.93144304,0.08843954,13;14.56756;115070.0;103,166.67062
0.8344436,0.19977361,0.97430986,0.088007,13;14.56756;115430.0;102,166.70161
0.8323646,0.19981697,0.9737108,0.09030608,13;14.56756;114860.0;103,166.64961
0.82927006,0.19683282,0.9562856,0.08798934,13;14.56756;115070.0;104,166.67563
0.8198352,0.19729427,0.9735174,0.08798938,13;14.56756;115070.0;103,166.67062
0.82099915,0.19705144,0.9349137,0.08782071,13;14.56756;115070.0;104,166.67563
0.82125235,0.19783871,0.92981094,0.08801934,13;14.56756;114890.0;104,166.65762
0.83535475,0.19668525,1.0084674,0.0899979,13;14.578924;115070.0;103,166.72365
0.83467656,0.20036694,1.037352,0.089462884,13;14.56756;115070.0;104,166.67563
0.8224022,0.19900689,0.9816736,0.08741974,13;14.56756;114890.0;104,166.65762
0.82019293,0.19941139,0.95746046,0.088654675,13;14.56756;114890.0;103,166.65262
0.81898576,0.19847849,0.9560793,0.091249585,13;14.56756;114890.0;103,166.65262
0.8200217,0.19799022,0.97016644,0.0906779,13;14.56756;114890.0;103,166.65262
