0.8360737,0.19628389,0.98111516,0.08816539,13;14.578924;115850.0;102,166.79665
0.83530986,0.1961155,0.98269975,0.088166334,13;14.578924;115850.0;102,166.79665
0.8353146,0.19610925,0.9827246,0.08822115,13;14.578924;115850.0;102,166.79665
0.83531624,0.19606926,0.9962673,0.0883346,13;14.578924;115850.0;102,166.79665
0.83600795,0.19616379,0.9933259,0.08825748,13;14.578924;115850.0;102,166.79665
0.8353165,0.19611268,0.98250586,0.088210925,13;14.578924;115850.0;102,166.79665
0.83530384,0.19611159,0.9825485,0.08800809,13;14.578924;115850.0;102,166.79665
0.83532155,0.19613364,0.98247075,0.08823969,13;14.578924;115850.0;102,166.79665
0.83563423,0.1960641,0.9933015,0.08812592,13;14.578924;115850.0;102,166.79665
0.8353091,0.19610415,0.9824631,0.08786175,13;14.578924;115850.0;102,166.79665
0.83831537,0.19676763,1.0398805,0.08859954,13;14.578924;115850.0;102,166.79665
0.83594733,0.19608976,0.9930115,0.088193096,13;14.578924;115850.0;102,166.79665
0.83533543,0.19610237,0.9825476,0.088022396,13;14.578924;115850.0;102,166.79665
0.8358542,0.19611853,0.9815797,0.08822767,13;14.578924;115850.0;102,166.79665
0.8353033,0.19611327,0.98255503,0.088044144,13;14.578924;115850.0;102,166.79665
0.83582664,0.19611466,0.9811627,0.088099726,13;14.578924;115850.0;102,166.79665
0.8353157,0.19610405,0.9824643,0.08815339,13;14.578924;115850.0;102,166.79665
0.8359965,0.19616035,0.997566,0.088265,13;14.578924;115850.0;102,166.79665
0.8361874,0.19629887,0.99473643,0.088319205,13;14.578924;115850.0;102,166.79665
0.8361489,0.19626513,0.9956469,0.08823656,13;14.578924;115850.0;102,166.79665
0.8360349,0.1962606,0.9872665,0.08809458,13;14.578924;115850.0;102,166.79665
0.83602923,0.19623983,0.987035,0.08809462,13;14.578924;115850.0;102,166.79665
0.83620024,0.1962875,0.99554044,0.08834888,13;14.578924;115850.0;102,166.79665
0.83602464,0.19624154,0.9956424,0.088086195,13;14.578924;115850.0;102,166.79665
0.83602524,0.19622712,0.9923284,0.08807487,13;14.578924;115850.0;102,166.79665
0.8360267,0.19615081,0.9832618,0.088093005,13;14.578924;115850.0;102,166.79665
0.8360952,0.19624813,0.9955903,0.08832384,13;14.578924;115850.0;102,166.79665
0.83604354,0.19626504,0.982794,0.088072926,13;14.578924;115850.0;102,166.79665
0.83533704,0.19610393,0.98245054,0.08818766,13;14.578924;115850.0;102,166.79665
0.83533084,0.19611178,0.9824942,0.088105686,13;14.578924;115850.0;102,166.79665
0.83618623,0.19623095,0.99674344,0.08820341,13;14.578924;115850.0;102,166.79665
0.83618706,0.19630708,0.995033,0.088311225,13;14.578924;115850.0;102,166.79665
0.8353072,0.1960707,0.99767387,0.08833877,13;14.578924;115850.0;102,166.79665
0.8361483,0.19625545,0.9954863,0.088286266,13;14.578924;115850.0;102,166.79665
0.8359995,0.19615726,0.9974231,0.088108286,13;14.578924;115850.0;102,166.79665
0.83602524,0.19622712,0.9923284,0.08807487,13;14.578924;115850.0;102,166.79665
0.8359991,0.19621027,0.9919417,0.08806209,13;14.578924;115850.0;102,166.79665
0.8360485,0.19625682,0.996463,0.08822036,13;14.578924;115850.0;102,166.79665
0.83606887,0.19614697,0.9868849,0.088110305,13;14.578924;115850.0;102,166.79665
0.8360637,0.19624895,0.9956606,0.08815438,13;14.578924;115850.0;102,166.79665
0.83584183,0.19607113,0.9977367,0.08817876,13;14.578924;115850.0;102,166.79665
0.8361161,0.19627464,0.9961844,0.08838558,13;14.578924;115850.0;102,166.79665
0.83609194,0.1961279,0.9813934,0.08809867,13;14.578924;115850.0;102,166.79665
0.8380072,0.19665363,1.0341812,0.088467084,13;14.578924;115850.0;102,166.79665
0.8361866,0.19630387,0.99519926,0.08825487,13;14.578924;115850.0;102,166.79665
0.83618647,0.19628337,0.9972405,0.088220894,13;14.578924;115850.0;102,166.79665
0.8357826,0.1961466,0.9943862,0.08799312,13;14.578924;115850.0;102,166.79665
0.8353316,0.19611683,0.98249424,0.0881464,13;14.578924;115850.0;102,166.79665
0.83603287,0.1962436,0.98594284,0.088057525,13;14.578924;115850.0;102,166.79665
0.83608854,0.19624668,0.98958886,0.08798387,13;14.578924;115850.0;102,166.79665
