0.6655489,0.09132457,0.9033722,10;12.882145;121250.0;93;,0.45125717
0.91932774,0.15195823,0.43649095,11;13.36387;121010.0;106;,0.4397998
0.58002484,0.09066445,0.7525099,12;13.419227;123520.0;110;,0.79861695
0.15103155,0.052578986,0.8338662,10;12.653133;112350.0;122;,0.78861445
0.8656868,0.48132795,0.48659062,11;12.878052;117350.0;125;,0.548164
0.6998586,0.6310371,0.31532842,10;12.875621;107710.0;92;,0.07025117
0.87181455,0.15381926,0.80573094,10;12.496075;130370.0;89;,0.2516958
0.6162137,0.3839646,0.3743593,10;12.855282;116490.0;99;,0.11490452
0.6972487,0.14673507,0.9086146,10;12.840071;119690.0;95;,0.29156697
0.635111,0.69405574,0.12625778,10;13.951379;106660.0;93;,0.09269285
0.94017243,0.13622487,0.38461083,10;12.33669;136960.0;94;,0.8173707
0.97603446,0.6151516,0.07708508,10;13.044765;118530.0;119;,0.36039644
0.888925,0.15373746,0.8209961,11;13.36387;116180.0;114;,0.704911
0.8528445,0.14562716,0.6514067,10;13.246763;104280.0;110;,0.58556366
0.5597804,0.49737787,0.66791505,10;12.411756;87360.0;133;,0.67754525
0.6998586,0.6310371,0.31532842,10;12.875621;107710.0;92;,0.07025117
0.6998586,0.6310371,0.31532842,10;12.875621;107710.0;92;,0.07025117
0.8992053,0.18089604,0.3738361,10;12.286108;133510.0;100;,0.9205154
0.8992053,0.18089604,0.3738361,10;12.286108;133510.0;100;,0.9205154
0.91447634,0.16252087,0.64496195,10;13.259319;103110.0;108;,0.5634204
0.51885337,0.6977013,0.640994,10;12.386462;86450.0;81;,0.06847109
0.76069623,0.09101064,0.82681227,10;12.882145;121010.0;93;,0.4632561
0.7387927,0.09080668,0.7671724,10;12.882145;121430.0;91;,0.44688
0.7388532,0.3683368,0.37282264,10;13.212501;103480.0;141;,0.5265555
0.6841884,0.11179199,0.9033788,11;13.36387;115760.0;103;,0.37796974
0.6841884,0.11179199,0.9033788,11;13.36387;115760.0;103;,0.37796974
0.6841884,0.11179199,0.9033788,11;13.36387;115760.0;103;,0.37796974
0.6416738,0.48076224,0.31662852,10;12.953839;120090.0;64;,0.026990084
0.931063,0.20092098,0.66080123,11;12.946214;124180.0;112;,0.7986577
0.89944303,0.17964636,0.72507036,11;12.893528;125650.0;108;,0.8848514
0.8993457,0.19440837,0.4230161,10;12.338814;132910.0;101;,0.7818928
0.6760642,0.10946881,0.4338013,11;13.36387;115700.0;112;,0.31391785
0.9533474,0.19048068,0.4688724,10;12.892455;129740.0;79;,0.10205465
0.69233596,0.23892857,0.7527908,11;12.706581;113000.0;128;,0.9124624
0.8808981,0.15125702,0.85641074,11;13.36387;115400.0;108;,0.6005199
0.8936066,0.1615207,0.8462907,11;13.376427;114200.0;111;,0.85018206
0.887961,0.17221646,0.84452456,10;12.896847;118820.0;98;,0.68188417
0.8114387,0.106581174,0.4604399,10;12.882142;123590.0;97;,0.42009783
0.6419183,0.363264,1.076997,10;12.824636;115320.0;102;,0.17117682
0.88587075,0.16889502,0.5714867,11;12.950284;128380.0;101;,0.66804993
0.8948286,0.1581937,0.6879952,10;13.259319;103110.0;110;,0.59991187
0.88662314,0.15027758,0.639721,10;13.246763;104520.0;110;,0.62673813
0.97010845,0.17442805,0.5324977,12;13.429877;124900.0;110;,0.6083742
0.9423913,0.19170819,0.6778424,10;12.840071;118700.0;101;,0.5366743
0.57721955,0.07010754,0.72647876,11;12.935596;127420.0;101;,0.8509358
0.5480577,0.3265585,0.7299332,11;12.882643;109910.0;126;,0.7099681
0.88510334,0.1669584,0.61961067,11;12.950303;125740.0;103;,0.76741433
0.9398097,0.19133176,0.6594298,11;12.893491;124000.0;105;,0.7169026
0.567764,0.071833685,0.79283506,10;12.882145;121820.0;101;,0.694687
0.7912631,0.11152146,0.8339365,10;12.882145;123500.0;97;,0.69624454
